input_string,lewd,offensive,intent,group
"#inktober #twentysix #gouache #mt snappy pappy and his bitch 3.5x2.5"" good thing sable paintbrushes&#8230; http://t.co/4gYBEI5Mkl",N,N,N,N
RT @nebuladallas: i still live with hope that one day a hot rich boy will fall in love with me even though im trash,N,Y,Y,N
Fucking redneck queers and their game invites,N,Y,Y,N
Fucking hate ghetto girls I swear bruh,N,Y,Y,N
"RT @Meeting_aJERNed: Fam RT @PBS_Impulse9: ""It ain't nothin to cut that bitch off""  --- Vincent Van Gogh",N,Y,Y,N
"RT @SarccasmicTw: Twitter has a bird as its logo, that's why when you join you're an egg. And your home button is a birdhouse. Why am I jus&#8230;",N,N,N,N
Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.,N,Y,Y,N
RT @FriendlyAssh0le: Hoes will be hoes.,N,Y,Y,Y
@heavensenttynae nd you kno how much I love clams lol,N,N,N,N
don't bitch about my attitude because you're the reason I have one,N,N,N,N
@justezzzee that nigga ain't no fucking champ he a straight up bitch who not bout shit # bitch made!,N,Y,Y,N
@JVP731 @keselowski @mattkenseth I would have loved to watch Newman bitch slap Johnson I'd pay to see that,N,Y,Y,N
RT @__thaRealist: @pskinny31 &#128514;&#128514;&#128514; chill bitch,N,Y,Y,N
it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway,N,Y,Y,N
My hair is trash. I need to put a masque on it.. But that takes so much energy that I don't have.,N,N,N,N
The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul,N,N,N,N
.. I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.,N,Y,Y,N
RT @druggedvibes: Top 5 Thot Tattoos :  1) dream catchers   2) bird feathers   3) inspirational quotes that they dont live by   4) animal p&#8230;,N,N,N,N
@trix2343 okay bitch. Tomorrow in the principals office. Be there.,N,Y,Y,N
@summerdawn_1996 #NudesAreMyLife omfg that's mine faggot,N,Y,Y,N
"@lundenm my dad wanted me to ""twat"" him. &#128563;",N,N,N,N
@brianholmes2700 god doesn't send retards to hell,N,Y,Y,N
Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee,N,N,N,N
"I'm sick of niggas lying. I'm sick of bitches hawking. Matter of fact, I'm sick of talking. RIP BIG http://t.co/WQ5YXWgHd9",N,Y,Y,N
"Niggas at the march looking for hoes, &amp; they out there too I'm sure of it",N,Y,Y,N
"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck",N,Y,Y,Y
"@tmundal just because some moist bint lobbed a sword at you, you think you're some la-de-da king?",N,N,N,N
@efethegoddess Wuw. Am not wun uv ur hoes dnt send mi pics,N,Y,Y,N
@iAmMarshall27 yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird,N,Y,Y,N
"@cuunthiaaa @Fvnxy he's the ""fuck her right in the pussy"" guy",Y,Y,Y,N
RT @MrRideThruThaD: Let me tell u funky bitches bout a pimp name c. I ain't payin for no pussy and my dick ain't free,Y,Y,Y,N
"Ion pay for pussy, because her pussy priceless.. I go fishin in it and I ain't a Pisces",Y,Y,Y,N
Silly bitch shit never sleeps huh..,N,Y,Y,N
If you got a problem with me bring it up with me before I tense up on yo bitch ass. -.-,N,Y,Y,N
"my girlfriend, I kid you not, eats bacon without dipping it into the tub of creamy butter I've laid out. I'm like ""what are you, a bird?""",N,N,N,N
"Oh, bitch!!! #Scandal",N,Y,Y,N
"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL",N,N,N,N
"I don't focus on bitches, bitches focus on me. #trenttruce  Photography by patrickos http://t.co/steiM7i09p",N,N,N,N
@jazminesmazmine if bitches Tryna step to us http://t.co/xKcH9wJUAg,N,Y,Y,N
I be lonely&#128514;&#128514; I have no hoes &#128553;&#128514;&#9995;,N,N,N,N
I called at least 20 times to make my hair appointment and these bitches don't pick -.- guess I have to stop in to make an appointment #Grrr,N,Y,Y,N
Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT,N,Y,Y,N
"RT @JoeBudden: My definition of ""bad bitch"" has changed drastically over the years.",N,Y,Y,N
RT @badlvck: bitches &lt;,N,Y,Y,N
I would love to give this bitch some act right juice lol,N,Y,Y,N
@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,N,Y,Y,N
@peighxo @baestation bitch got arms like piccolo,N,Y,Y,N
@__C_h_i_n_g__ your daughter can date this little fag bag @Bekkalina13 @PimpSlapnCow http://t.co/4SabX0mcus,N,Y,Y,N
I get more nudes than all you bitches &#128526;,N,Y,Y,N
These hoes don't like a nigga they love my money these niggas don't like a nigga they all want some'n! http://t.co/iUGyRIMr4D,N,Y,Y,Y
I remember the VA Tech band called us planet of the apes. I was ready to flip,N,Y,Y,N
Tom Brady is the biggest pussy in the NFL by far,Y,Y,Y,N
WH: Obama won&#8217;t name Holder&#8217;s replacement until you rubes have already cast your midterm ballots - Hot Air http://t.co/Yf1o8h99Uz,N,N,N,N
"I'm out ""@VandalSavage_: Slipping mollies in the Jell-O RT @80sbaby4life: Cosby out here fucking bitches with pudding pops lmao""",Y,Y,Y,N
I ont like that game wit that retarded ass bird &#128530;,N,Y,Y,N
"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",N,N,N,N
"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising...",N,N,N,N
"&#8220;@ThatDamnTwerk1 ""When you gonna take me out?"" RT @DrTruth247: Some hoes not gonna let you come over until you spend money on them&#8221;listen",N,Y,Y,N
"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol",Y,Y,Y,N
If u know this bitch u know ur mexican http://t.co/Jyw85Vmp8K,N,N,N,N
Argue to make up. Not to break up &amp; get back together that's retarded in my eyes,N,Y,Y,N
@LuckyL3FT @najmaaa_ali yellow bone be oh so easy wit da name callin b,N,N,N,N
Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.,N,N,N,N
I thincc I'm a pretty average bitch ya know &#128527;,N,N,N,N
@MLG_POLLUTE I'm gonna tell my friend not to buy your scuf now dumb chink frail pussy,Y,Y,Y,N
RT @TheRaceDraft: Karate bitch https://t.co/UtEUTZkjOk,N,Y,Y,N
He's trash. &#8220;@jlojpg: @TRAPGURLRON he said he's not doing collabs for anything less than 10 mil naira like booyyyyyy &#128514;&#8221;,N,Y,Y,N
I ain't Finna sleep bitch it's 8 o'clock when you finish noddin meet me at the top,N,Y,Y,N
RT @DrummerKid0328: You prolly don't like me niggah I don't really give a fuck how you feel &#128175;,N,Y,Y,N
When a girl asks me if I eat pussy... At first I don't even cause that's just a stupid question in itself,Y,Y,Y,N
@BOSSBITCHDAPHNE yours a dyke&#128514;,N,Y,Y,N
Someone please bring me Goldfish crackers,N,N,N,N
These infected ass hoes think its okay to talk to other ppl boyfriend. Like that's not funny nor cute to pussy hop all over the place,Y,Y,Y,N
"@TheOneMiss_Luu i know, hoe.",N,Y,Y,N
Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian,N,N,N,N
RT @iDntWearCondoms: Stop stalkin your girl social media u bitch ass nigga,N,Y,Y,N
RT @maNIJEEtwa_: Jackie weird.. like bitch hang with ppl ya age&#128514;,N,Y,Y,N
RT @1Smedia: When a hoe gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L,N,Y,Y,N
bad bitch bouncing on my pogo screamin yolo - that nigga juelz,N,Y,Y,N
"Fuck you, hoe ass nigga RT@UberFacts The white-fronted parrot is the only other species besides humans that French kiss as a prelude to sex.",Y,Y,Y,N
can my cat not kill birds and make a huge mes of feathers,N,N,N,N
"@mafenske I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all",N,N,N,N
"Ur no from here, u act sound infront ae me or I'll be an awfy cunt nd break ur fukin phone tae",N,Y,Y,N
RT @JusGuapo: These hoes lying and olivia will get to the bottom of it. #ScandaI http://t.co/sUZI8LOAoe,N,Y,Y,Y
RT @TheFitGawd: &#8220;I don&#8217;t know why these bitches laughing. You not even funny my nigga&#8221; http://t.co/0IdY5oSkrf,N,Y,Y,N
"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack",N,Y,Y,N
Yasss bitch yass,N,Y,Y,N
@morganwelborn you're a bitch,N,Y,Y,N
&#8220;@DuncanHines_: @KB_Three fck you nigger&#8221; lol jk bra,N,Y,Y,N
@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga,N,Y,Y,N
You know these hoes wishy washy,N,Y,Y,Y
RT @TheeGreekGod: Soulja boy trash now but I'm not gonna act like I never cranked that superman.,N,Y,Y,N
Welp imma hoe again :/ RT @Gladvillian: She a hoe if she likes chocolate.,N,Y,Y,N
@chanelisabeth fuck yo bitch ass then,N,Y,Y,N
RT @Shalewis09: Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.,N,Y,Y,N
RT @BelowThaaBelt_: Snip snip hoe,N,Y,Y,N
Got damn the Lakers trash....,N,Y,Y,N
"I'm not particularly shy, but hard for me to break ice with a stranger or in others words I'm a pussy &#128517; haha she was so cute too!",N,N,N,N
I hate bitches that have attitudes all the time,N,Y,Y,N
One thing I can't stand is texting bitches that got droids,N,Y,Y,N
@Maxwell_Larsen @MicTorrance suck my dick you cunts,Y,Y,Y,N
@KingLister10 @Sweet_Loveeee @_ItsCheese that shit chunky lol,N,N,N,N
mickeyblowsyourmind: who wants to be a skype group with a bunch of offensive new york city queer folk Me!... http://t.co/BPgdvs8qD2,N,N,N,N
"RT @CheefPolo: i hate when bitches be like ""deeper, deeper"" bitch what u thought i had some spare dick in my back pocket i was saving?",Y,Y,Y,N
These bitches so redundant,N,Y,Y,N
Drunk inlove with my gun bae bitch Beyonc&#233; &#128520;,N,Y,Y,N
RT @oddfuckingtaco: Damn I hate a bitch that like to argue and shit,N,Y,Y,N
I get bitches on tinder,N,N,N,N
"RT @Cheddar85: Dudes taking ""selfies"" aint cute..... ya pussies",N,Y,Y,N
@moneypulatief @globalriot Nee dat is na langdurig gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden,N,N,N,N
@CSNChicago Punk ass bitch. #BullsTalk,N,Y,Y,N
Haven't talked to my bitch in a while lol. @RynoLewis,N,Y,Y,N
"@kieffer_jason bitch am not your fam and wtf is skrong, who says shit like that get your wack ass off my page lamo",N,Y,Y,N
RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;,N,Y,Y,N
Say you love that bitch so much I'll kill you right in front of her,N,Y,Y,N
@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,N,Y,Y,N
@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot,N,Y,Y,N
@JPerez003 teabaggers are anti American. Hows it feel to hate your country?,N,Y,Y,N
hahaha good luck with that one bitch,N,Y,Y,N
"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;",N,N,N,N
RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB,N,Y,Y,N
RT @paullowry42: @gingerash2013 lol and your response was bitch do I like pregnant?,N,Y,Y,N
RT @ImHis_Treasure: For the last few weeks my name been cripple &#128555;&#9855;&#65039;,N,Y,Y,N
These hoes aint loyal &#128076;,N,Y,Y,N
"happy bro, happy ho: ""Happy husband key to marriage? U of C study thinks so"" | http://t.co/KkNd87Mv4b http://t.co/kag0xFDd1S",N,N,N,N
"RT @MensHumor: Monday, what's up you ugly bitch?",N,Y,Y,N
"My dick, your bitch on it.",Y,Y,Y,N
The #south of the US is white trash.,N,Y,Y,N
@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol,N,Y,Y,N
So niggas wanna be bitches and shit wearing flowers and shit smh y'all niggas gay!,N,Y,Y,N
I'm 26 you bitch,N,Y,Y,N
@wodaeeex3 dumb ass hoe,N,Y,Y,N
Hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events,N,N,N,N
@chandraingram95 sounds like you bout to smack a hoe,N,Y,Y,N
"RT @MyThoughts_0: Shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says ""0 inbox,...",N,N,N,N
"Not a cloud in sight, too pretty to ho to work. #iwanttoplay",N,N,N,N
@KazAtta @thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*,N,Y,Y,N
You niggas puttin bitches you haven't even fucked yet on a pedestal. Scratch her off your hit list b. You ain't never hittin that.,N,Y,Y,N
Drop it down for a niggah,N,Y,Y,N
"@PenguinGraham Yup, he did, like a straight bitch",N,Y,Y,N
@yaboisergio @janessaangelina me n glo boy will get young chop in that bitch too,N,Y,Y,N
I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please,N,Y,Y,N
@Leslieeeixta @LettyGuerrero3 haha Noo bitch now! &#128071; stop playing games hoe! &#128517;&#128514;,N,Y,Y,N
@prime13_time @Vbomb20 hey I guess yall forgot im in this bitch too lol,N,N,N,N
&#8220;@zooyorkinit: @whattheflocka lol love you ;)&#8221; little bitch,N,Y,Y,N
I realized Tacal is a bitch,N,Y,Y,N
RT @PzFeed: Diplomatic trolling: Russian embassy mocks NATO's satellite pictures http://t.co/xklXbYxZbG,N,N,N,N
RT @taylorlopez96: &#8220;@harleighpurolla: You are the biggest two faced bitch I have ever met.&#8221; You won't @ her,N,Y,Y,N
Dudes a faggot Pahahaha,N,Y,Y,N
"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",N,N,N,N
How filthy of a cunt is @DanaBashCNN to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot,N,Y,Y,N
Cuz if it's trash I'm bashing it at saying he need to go back to jail,N,Y,Y,N
Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.,N,Y,Y,N
I'll be a dick if you wanna act like a pussy.,Y,Y,Y,N
"RT @CloydRiversPics: Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",N,N,N,N
It makes me sad knowing this queers won't be down the street anymore. @TheOneMiss_Luu @OliviaLuu3 #SadTweet,N,Y,Y,N
"@bjohnson613 This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you.",N,N,N,N
&#8220;@TrillOg_Malik: @vintage_monroe_ knee ass&#8221;crow ass,N,Y,Y,N
@shaunroberts the ending was retarded,N,Y,Y,N
"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",N,Y,Y,N
"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!  Hey, Bitch!",Y,Y,Y,N
Ratchet lol ass lol bitch,N,Y,Y,N
Got good pussy. But ion eat her tho.,Y,Y,Y,N
I just getting started oh ya we got it bitch.,N,N,N,N
coon RT @HumbleTeej: &lt;fills coffee up halfway&gt; &lt;uses 11 Irish cremes to fill other half&gt;,N,N,N,N
RT @dami3n00: Flappy birds Extreme now you can play two birds at once! Hardcore! Easier with two people lol!    http://t.co/yCTT56cXK5   #f&#8230;,N,N,N,N
RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;,N,Y,Y,N
My sister said my step mom is a cunt. &lt;3 i love my Sister (:,Y,Y,Y,N
@NyJusDntGAF what's up nigger &#128513;,N,Y,Y,N
Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,N,Y,Y,N
"@kieffer_jason bitch I don't wanna talk, I wanna fight your pussy ass",Y,Y,Y,N
Crystal got all the hoes.,N,Y,Y,N
I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,N,N,N,N
"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf",N,Y,Y,N
@djceeloss handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha,N,Y,Y,N
"RT @miilkkk: bitches came over, yeah we threw a party http://t.co/t0wnbyvLrZ",N,Y,Y,N
Wish I would let you dig in my pockets... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding,N,Y,Y,N
"""@ashlingwilde: @ItsNotAdam is bored supposed to be cute, you faggot?"" Sometimes",N,Y,Y,N
"RT @EARLmontana: Put that pussy on me, make me want nobody else!!",Y,Y,Y,N
@I_GotOne awe boy you smell like monkey sex,Y,Y,Y,N
"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;",N,N,N,N
@AbusiveMen You're a fucking pussy,Y,Y,Y,N
"@Gertrude_Larue  I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!",N,Y,Y,Y
This is why no one likes you. Because you're a bitch. And a slut.,N,Y,Y,N
"""Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad..",N,Y,Y,N
RT @thecoreyholcomb: Long finger dike hoes be pulling off their gloves instead of winking at bitches they trying to suck,Y,Y,Y,N
@MelissaStetten Lovin' all the pussy pics,Y,Y,Y,N
RT @yolythegod: Dick will have bitches selling their own mothers soul.. Inconsistent dick at that. Dick that they know isn't staying.,Y,Y,Y,N
Lmaoo tony spanked it maaad times to that bitch voice,N,Y,Y,N
I'm known around Tampa as the ugly kid with no hoes,N,Y,Y,N
@TrillVanillaaa bitch I'll fuck you up,Y,Y,Y,N
"@kampeas well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",N,Y,Y,N
